Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/2022,UKP3G2004606,"3,514",23.0,433037,120.0,"15,324",20.0,386932138,"889,910",,,0,"34,561",4.0,1,,0.0,,0.0,418696,737,,,,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,"3,520",23.0,603009543,60339.0,"19,082,403",65.0,752863338,"1,897,331","25,591","2,655,600",33166882,"107,154,352",33.0,"13,214",19,32.0,"555,813",42.0,45328272,"9,771","386,024","1,628,610",,0
ART,TYLA,Tyla,3/1/2024,USSM12308662,"3,507",23.0,46863836,3984.0,"25,998,283",,17633827,"366,176",,"164,042",2574072,"135,441,443",45.0,"5,608",16,32.0,"505,601",69.0,2186273,832,,"221,323",,0
Let's Love,Let's Love,Sia,9/11/2020,UKWLH2000001,"3,509",23.0,222571023,44252.0,"11,141,387",57.0,68547283,"647,482","851,690","20,613,081",221346418,"13,295,182",102.0,"229,947",,73.0,"896,662",22.0,1541516,605,,"5,019,153",,0
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,US5TA2300179,"3,530",22.9,40620097,2870.0,"8,114,713",11.0,59080794,"673,001",,"211,047",1553400,"564,484,545",7.0,940,18,6.0,"193,205",15.0,82843,88,,"47,823",,0
On My Mind,On My Mind,Diplo,12/13/2019,USZ4V1900134,"3,526",22.9,287897439,146593.0,"20,526,230",60.0,68649223,"853,541","175,051","126,561,681",855075576,"11,842,376",74.0,"27,171",113,42.0,"165,991",21.0,7837045,"6,109",,"1,261,710",,0
Vampiro,Vampiro,MatuÃ¯Â¿,3/29/2022,BXW922100034,"3,527",22.9,250112783,37790.0,"7,871,652",67.0,207570990,"2,206,717","77,011","12,026,795",81406851,"27,177,813",18.0,250,,29.0,"251,363",5.0,0,,,"124,505",,0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,USUG12306086,"3,535",22.9,61355849,24182.0,"4,216,247",,11131343,"254,050","5,211","1,366,663",16120565,"191,669,953",2.0,276,31,0.0,,0.0,636999,476,,"141,072",,1
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/2024,GBUM72402016,"3,542",22.9,10114922,1567.0,"19,516,267",74.0,0,,,,0,,38.0,"7,781",,39.0,"1,549,640",93.0,317663,14,"33,779","97,199",,0
Delincuente,Delincuente,Tokischa,8/19/2022,RDRAY2200003,"3,541",22.9,190095480,35863.0,"12,100,534",68.0,83772680,"753,857","358,618","88,295,849",801557207,"65,010",17.0,256,,4.0,"69,817",0.0,2203900,"2,615",,"1,258,357",,1
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,USRC12400579,"3,531",22.9,30301728,2993.0,"12,990,773",,0,,,,0,,34.0,"13,668",,19.0,"446,756",57.0,5212163,"1,607","707,782","165,367",,1
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,DECE72201091,"3,543",22.9,171920896,41774.0,"34,142,715",65.0,14115131,"142,485","5,176","2,927,375",51987916,"1,823,310",39.0,"124,290",,43.0,"1,531,127",20.0,763822,224,,"1,861,356",,0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,USQX92301939,"3,536",22.9,98301770,40539.0,"4,631,003",63.0,30136123,"792,334","4,786","2,486,105",19817648,"795,416",4.0,276,,5.0,"47,877",0.0,496043,"1,072",,"120,860",,1
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,GB28K1400007,"3,538",22.9,602359731,109606.0,"23,041,032",62.0,1099999155,"5,250,942","22,696","7,842,088",95570279,"273,766,835",38.0,"9,467",,35.0,"265,633",7.0,61653955,"7,967","7,573,210","8,703,879",,0
CYBERTRUCK,nadie sabe lo que va a pasar maÃ¯Â¿Â½Ã¯Â¿,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22.9,99022909,18212.0,"7,936,625",,14594444,"227,707",,,0,,8.0,378,,0.0,,4.0,2375239,611,"1,196,116","240,886",,1
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,INS182303636,"3,528",22.9,22277518,1494.0,"2,272,746",,86835991,"726,713",,,0,"1,418,486,214",9.0,572,,0.0,,11.0,0,,,"53,230",,0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000834,"3,532",22.9,381166294,50838.0,"9,475,236",57.0,168485708,"1,688,852","1,500,542","51,527,633",728998950,"67,708,098",102.0,"80,249",,72.0,"1,529,225",17.0,24075812,"4,290",,"2,185,831",,0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22.9,454467751,75230.0,"11,893,074",67.0,35155712,"250,394",2,"2,248",13072,,18.0,"21,338",,8.0,"55,493",9.0,16653,94,,"826,070",,0
Hands up!,Hands up!,6arelyhuman,12/10/2022,QZTB32254226,"3,533",22.9,144555119,30542.0,"5,116,146",5.0,26566933,"480,339","160,061","60,350,179",381921701,,0.0,,,0.0,,0.0,570698,"2,783","6,690,026","544,824",,1
Buenas,Buenas,Quevedo,9/22/2023,BK4DA2318657,"3,529",22.9,108163942,22023.0,"7,264,376",,17211451,"202,291","12,100","1,978,266",23664790,"1,117,763",9.0,"5,991",,8.0,"327,123",7.0,67514,23,,"130,949",,0
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/2024,USWB12400075,"3,537",22.9,72492332,5624.0,"10,655,675",,19013959,"630,558",,,0,"1,025,963,249",20.0,"1,971",22,9.0,"73,615",14.0,6020190,"1,002",,"193,722",,0
Let Her Go,All The Little Lights,Passenger,1/1/2012,GBMQN1100004,"3,534",22.9,-2147483648,205647.0,"46,729,104",73.0,423531195,"4,118,839","244,760","66,168,928",641996440,"78,846,239",192.0,"1,578",288,103.0,"865,488",13.0,0,,,"33,584,600",,0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,USQX92004148,"3,561",22.8,600521313,79793.0,"18,207,064",65.0,50025071,"705,508","11,463","10,517,561",79947183,"1,703,122",95.0,"169,082",400,35.0,"199,939",15.0,74483821,"22,547",,"2,448,945",,0
So Am I,So Am I,Ava Max,3/7/2019,USAT21900569,"3,558",22.8,570045987,57702.0,"10,099,210",66.0,368297733,"4,429,234","233,355","26,434,189",218968895,"327,698,772",36.0,"103,692",23,18.0,"46,637",18.0,37671421,"37,562",,"4,651,739",,0
Slide,Slide,Calvin Harris,2/24/2017,GBARL1700262,"3,555",22.8,1044358962,165916.0,"41,514,442",69.0,37191231,"380,168","65,020","31,332,915",323428098,"402,464",255.0,"31,180",90,83.0,"635,921",30.0,144832941,"101,066",,"8,401,595",,1
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,GBAYE0500172,"3,548",22.8,1407382497,357484.0,"72,604,627",78.0,1211241854,"10,819,604","337,277","152,628,012",1396761942,"519,221,456",18.0,"126,129",172,131.0,"1,995,709",90.0,0,,,,,0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,USUM71401800,"3,563",22.8,733931275,115255.0,"27,152,345",71.0,535024991,"4,702,620","293,382","6,037,735",47138593,"376,872,478",27.0,"20,296",138,22.0,"58,749",4.0,499999791,"176,815",,"6,889,166",,0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,USUM71911804,"3,566",22.8,332224927,90422.0,"12,036,582",58.0,33056892,"353,473","51,790","29,352,131",210052450,"688,339",20.0,35,,17.0,"7,734",1.0,6474132,"9,732","44,277,759","722,682",,1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,INUM72100052,"3,565",22.8,25893883,3377.0,"711,026",46.0,535109576,"7,807,029",,,0,"159,702,368",2.0,664,,1.0,509,7.0,759,,,"88,942",,0
Lo AprendÃ¯Â¿Â½Ã¯Â¿Â½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,MXF011400346,"3,560",22.8,296711145,17197.0,"13,770,893",67.0,1599246274,"4,273,511","144,200","3,933,137",78337323,"5,228,835",10.0,"6,169",,17.0,"92,845",3.0,27669036,"46,691",,"970,443",,0
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,USSM12003440,"3,547",22.8,529404392,74777.0,"20,137,742",62.0,53885408,"433,692","196,204","74,062,960",583303862,,111.0,"125,643",16,65.0,"1,728,539",36.0,61848715,"25,690",,"4,139,682",,1
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,USUG12003586,"3,553",22.8,5191059,1333.0,"1,102,247",32.0,685599294,"5,046,214","86,612","34,207,191",490367040,"18,293",1.0,495,,0.0,,0.0,75074,"1,303",,,,0
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,USUG12103658,"3,550",22.8,732118596,62990.0,"35,314,187",69.0,31242374,"533,953",,,0,,74.0,"24,287",,11.0,"293,175",59.0,47562205,"14,217",,"982,971",,0
Here With Me,Here With Me,Marshmello,3/8/2019,USUG11900610,"3,564",22.8,676451716,70317.0,"19,641,164",66.0,211922060,"2,621,667","330,309","12,206,145",89270256,"342,543,929",103.0,"68,308",12,22.0,"66,074",54.0,157500720,"65,709",,"3,705,612",,0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,"3,562",22.8,478791369,58453.0,"15,619,408",63.0,964694090,"6,231,853","512,763","28,874,189",281205271,"208,345,707",55.0,"53,264",36,64.0,"394,903",12.0,17832312,"37,983","143,896","4,680,196",,0
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/2023,AEA2D2300315,"3,545",22.8,155454907,26701.0,"54,553,074",73.0,49199015,"427,756",535,"81,509",2164944,"342,422,383",35.0,,2,52.0,"2,671,845",11.0,17898,72,,"1,341,106",,0
TWINNEM,TWINNEM,Coi Leray,9/20/2021,USUM72115284,"3,557",22.8,34116353,10084.0,"1,619,073",42.0,73393043,"1,278,586","2,426,688","716,422,698",-2147483648,"305,361,285",10.0,966,"1,051",4.0,"4,708",8.0,13112166,"6,871","1,967,272","1,061,424",,1
Mood,Mood,Makar,8/5/2022,QZMEN2295194,"3,551",22.8,86132200,50326.0,"3,786,319",55.0,43654805,"405,433","204,570","22,270,479",397336191,"12,171,024",12.0,"19,437",,5.0,"54,477",2.0,327586,92,,"1,548,192",,1
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,QZWA32200398,"3,549",22.8,94305899,11356.0,"9,053,525",72.0,48837884,"316,446","24,000","8,394,951",73323706,"181,125,928",6.0,16,,2.0,"28,415",5.0,349115,82,,"203,793",,1
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,UYB282201029,"3,554",22.8,158017957,35544.0,"6,481,114",62.0,112378481,"3,043,988","33,800","25,195,709",227308261,"1,218,277",8.0,"2,244",,10.0,"164,441",14.0,0,,,"137,614",,0
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,GBCPZ2423268,"3,546",22.8,0,8.0,"3,490,536",,0,,,,0,,6.0,,,4.0,"6,379,165",6.0,0,,"54,974",,,0
KABUKI,KABUKI,Cuckoo Coco,3/25/2023,AUMEV2314402,"3,544",22.8,0,0.0,,,254288195,"617,991",,,0,,0.0,18,,0.0,,0.0,0,,,,,1
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,USG4X1800054,"3,556",22.8,461420009,32656.0,"13,523,577",63.0,97498335,"724,848","46,959","14,368,835",123888567,"506,561,773",85.0,"382,468",276,15.0,"22,687",67.0,225439269,"77,764",,"2,469,386",,0
Good News,Good News,Mac Miller,1/9/2020,USWB11801008,"3,567",22.8,447761883,116525.0,"15,419,745",64.0,183168994,"2,032,885","95,825","43,407,153",367511487,"2,621,984",57.0,"4,887",31,42.0,"201,584",7.0,13228033,"16,924",,"666,198",,0
Sin SeÃ¯Â¿Â½Ã¯,Sin SeÃ¯Â¿Â½Ã¯,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,281829019,58130.0,"8,587,722",62.0,49681285,"476,250",,,0,"309,611,524",14.0,"4,820",,8.0,"26,602",2.0,110512,,,"479,341",,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,QM6N22374183,"3,552",22.8,81623095,18046.0,"6,605,054",59.0,109132919,"1,146,510",,,0,,18.0,"3,065",,2.0,"4,440",18.0,3900142,880,,"231,295",,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,USWB11400672,"3,568",22.8,458706557,72270.0,"18,270,302",58.0,329962266,"1,714,163","1,969,612","150,122,218",1599868506,"202,089",41.0,"7,255",87,31.0,"120,756",11.0,204684240,"736,509",,"10,208,674",,0
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,BCA2A2200128,"3,595",22.7,224150665,33067.0,"14,383,640",58.0,105711690,"630,231","330,044","15,466,674",279699428,"176,591,291",7.0,648,,33.0,"191,110",5.0,0,,,"300,617",,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,USUG12402960,"3,580",22.7,6073281,592.0,"22,270,490",67.0,3597876,"151,835",,,0,"32,844,745",61.0,184,,17.0,"1,458,694",65.0,126908,23,27,"102,468",,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/2019,USAT21901942,"3,590",22.7,143152814,37044.0,"3,705,069",53.0,111536750,"1,932,048","21,064","7,419,600",56902607,"15,229,934",2.0,251,,3.0,"2,963",1.0,1974367,"15,412","68,499,237","172,456",,1
Pakistan,Pakistan,D-Block Europe,6/29/2023,USZXT2351612,"3,594",22.7,43844757,25855.0,"2,553,452",56.0,15389226,"98,631",,30,1420,294,10.0,"1,580",,6.0,"248,548",6.0,304,14,"4,178,027","101,226",,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,USSM12207337,"3,575",22.7,115581471,49847.0,"5,823,632",60.0,46251839,"946,512","19,042","11,669,063",93356963,"231,265,850",16.0,"38,261","1,424",8.0,"48,742",7.0,8878298,"2,816",,"359,642",,1
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,TCAFW2108079,"3,582",22.7,1479227,616.0,"19,001",22.0,105953,"2,195","3,501,522","290,886,962",-2147483648,,0.0,30,,0.0,,0.0,0,,,"126,537",,0
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,NLW4L1900121,"3,571",22.7,654965766,124386.0,"40,611,935",68.0,147035496,"1,383,677","532,715","150,205,415",1859282676,"27,772,087",87.0,"34,490",1,117.0,"793,184",23.0,1604779,"1,078",,"3,047,102",,0
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22.7,587555589,34908.0,"21,579,957",72.0,43130763,"357,803","77,652","54,962,930",342958656,,13.0,"1,087",2,3.0,"22,755",9.0,7967496,"5,328",,"364,310",,0
Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ (My head is spinning like a screw),Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,kostromin,2/2/2021,QM4TW2159341,"3,578",22.7,116542329,41062.0,"3,658,542",8.0,115229170,"2,436,482","1,844,500","547,119,599",-2147483648,"1,169,307",9.0,1,,3.0,"3,117",0.0,1082032,"1,887","435,966","3,536,203",,1
Already Rich,Already Rich,Yeat,5/3/2023,USUM72306884,"3,592",22.7,156047755,31578.0,"4,170,271",70.0,13251602,"156,992","195,434","26,190,022",273007809,"83,289",1.0,12,507,0.0,,0.0,637800,"1,448",,"252,675",,1
Bandana,Bandana - Single,Shubh,3/29/2024,INW262400703,"3,576",22.7,41479958,1644.0,"5,818,260",72.0,25606311,"481,855",,,0,,14.0,95,,0.0,,6.0,10806,2,,"60,404",,0
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Mrs. GREEN APPLE,4/11/2024,JPPO02401026,"3,573",22.7,26222603,921.0,"7,492,428",74.0,23049880,"275,676","6,375",,0,,30.0,255,,0.0,,3.0,26690,,,"59,611",,0
Bruises,Bruises,Lewis Capaldi,3/31/2017,GBKPL1778698,"3,570",22.7,1135588382,132498.0,"38,683,695",73.0,375823933,"3,028,107","119,383","13,112,648",120059618,"14,015,244",69.0,"30,368",,33.0,"92,939",9.0,59654253,"65,711",,"2,299,610",,0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,USUG12002838,"3,572",22.7,757789027,81489.0,"55,181,767",72.0,144150389,"1,468,017","177,809","72,512,284",553360638,"14,052,190",70.0,"10,081",62,19.0,"115,184",45.0,25760635,"23,011",,"1,831,311",,0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,KRA402300038,"3,596",22.7,116539504,7964.0,"8,670,175",62.0,92628391,"2,102,936",30,"204,176",870565,"41,655,609",7.0,"4,506",,13.0,"253,740",24.0,1084444,941,,"220,900",,0
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,ING642304903,"3,581",22.7,27244358,456.0,"263,080",61.0,175350809,"995,898",,,0,"29,757,537",0.0,,,0.0,,0.0,0,,,"12,266",,0
Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ - Single,A.V.G,7/17/2023,DGA062340713,"3,593",22.7,10694922,5363.0,"288,263",50.0,120681039,"653,249",,"762,205",16374449,"292,889,844",7.0,,,0.0,,0.0,0,,,"1,593,368",,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22.7,757522352,224483.0,"30,472,220",74.0,101146931,"1,073,571","186,541","59,591,708",450672924,"2,329,764",36.0,"1,404",51,9.0,"17,953",6.0,199348206,"785,640","385,854","1,130,370",,1
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,ZZOPM2445925,"3,589",22.7,22463244,2291.0,"2,406,268",73.0,2237688,"147,286",,"111,800",272100,,6.0,985,,3.0,"1,686,021",1.0,98723,229,,"86,524",,1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,RUA591801291,"3,577",22.7,46872738,21343.0,"1,515,150",49.0,876122384,"6,497,142","552,680","35,154,078",460636179,"10,539,876",14.0,14,,2.0,"6,971",0.0,584101,"8,545",,"1,055,258",,0
I'm Geekin,I'm Geekin,DDG,4/21/2023,USSM12302214,"3,584",22.7,76004507,24334.0,"3,477,076",60.0,9862592,"231,074","480,208","182,882,813",1467434192,"203,939,429",9.0,"15,042",351,10.0,"94,029",0.0,1710046,"1,518",,"132,370",,1
Hey Lil MamÃ¯Â¿,Sol MarÃ¯Â¿Â½,Eladio Carrion,1/19/2024,QMFMG2346935,"3,574",22.7,77975794,7057.0,"10,565,513",71.0,27130599,"231,540",,,0,"110,197,195",11.0,"1,124",3,9.0,"72,838",9.0,554815,328,,"262,176",,0
Eres MÃ¯Â¿Â½,"FÃ¯Â¿Â½Ã¯Â¿Â½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,USSD11300464,"3,583",22.7,562983225,52754.0,"16,157,389",73.0,1452593496,"4,997,178","261,129","33,076,170",314778494,"224,225,223",25.0,"9,125",7,27.0,"377,492",10.0,0,,,"3,343,573",,0
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300812,"3,579",22.7,104516305,16554.0,"1,412,703",67.0,44535669,"284,688","32,776","2,219,054",23849216,,3.0,155,,0.0,,0.0,68775651,"10,824","2,664,322","153,036",,0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,USUG11901267,"3,588",22.7,859985881,17061.0,"4,818,145",,441233054,"6,454,290",,,0,"472,215,964",112.0,"56,082",,27.0,"51,446",7.0,109321182,"155,826",,"2,764,962",,0
Para de Mentir,Para de Mentir,Oruam,11/16/2023,BCM9A2300096,"3,569",22.7,44091443,4971.0,"5,768,959",,81099679,"575,459",,"226,237",1998040,"349,814,773",0.0,,,16.0,"466,460",8.0,0,,,,,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,USUM72404717,"3,591",22.7,5588636,1252.0,"7,389,987",,5680064,"87,918",,,0,"191,383,970",17.0,2,27,3.0,"1,369,715",18.0,4153458,165,"534,597","32,511",,1
Yo Ya No Vuelvo Contigo - En Vivo,Viva MÃ¯Â¿Â½Ã¯Â¿Â½xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22.7,1969714,502.0,"83,027",29.0,678412558,"2,502,471","2,322","547,396",10405552,"17,029,446",0.0,,,0.0,,3.0,516773,"1,499",,,,0
Bella y Sensual,Golden,Romeo Santos,7/21/2017,USSD11700316,"3,611",22.6,494373634,45589.0,"20,264,304",66.0,824555368,"3,078,270","48,062","5,427,309",40949580,"254,653,941",35.0,"3,741",4,27.0,"345,817",27.0,156433703,"28,254",,"1,736,972",,0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,SGB502203331,"3,603",22.6,171663870,10620.0,"2,901,653",4.0,169981704,"823,356","1,446,616","315,673,377",-2147483648,"2,312,695",5.0,"2,475",,0.0,,0.0,0,,,"89,958",,0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,USUM72302654,"3,618",22.6,88771696,46086.0,"4,886,494",62.0,11580205,"273,458","3,641","2,217,176",13785559,"2,668,776",3.0,27,35,0.0,,7.0,306963,838,,"456,300",,1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,USWB12302904,"3,616",22.6,28945482,3303.0,"2,239,918",52.0,0,,"2,424","90,595",1916491,,10.0,"141,650",2,3.0,"88,393",13.0,13593333,"1,095",,"219,049",,0
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,CLA1D2200030,"3,621",22.6,325264193,47780.0,"22,081,093",70.0,0,,"28,194","7,137,722",83764776,,9.0,"18,164",20,18.0,"549,718",24.0,590914,374,,,,1
Trampoline,Trampoline,SHAED,5/18/2018,QZ47A1800201,"3,615",22.6,229366200,37923.0,"4,719,100",55.0,96307326,"1,364,046","598,075","72,671,267",815192203,"6,201,413",47.0,"270,234",,13.0,"7,187",43.0,241661372,"124,369","16,351,257",,,0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,USUG12302442,"3,622",22.6,79045342,18284.0,"6,628,769",55.0,34142538,"565,870","19,430","9,297,727",105037367,"711,554,335",42.0,"61,153",858,18.0,"214,894",44.0,12737821,856,,"994,509",,1
GodÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,GO LIVE,Stray Kids,6/17/2020,US5TA2000037,"3,600",22.6,354643707,30447.0,"7,012,694",68.0,529909818,"8,469,062","147,664","141,180,977",703479878,"34,239,087",14.0,887,20,5.0,"70,358",16.0,2869102,"9,153",,,,0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,MXF151800454,"3,610",22.6,752708868,62653.0,"31,913,503",70.0,535764821,"2,159,262","751,220","59,390,273",427823320,"131,977,173",68.0,"16,739",69,46.0,"347,376",31.0,41720770,"12,717",,"2,326,604",,0
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,GBCEL1300373,"3,597",22.6,-2147483648,277753.0,"129,062,801",86.0,109538379,"1,268,458","2,636","16,502,076",105020737,,39.0,"2,746",,36.0,"2,608,421",35.0,38918532,"20,659",,"4,280,207",,0
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,538918222,73149.0,"29,404,069",70.0,992302781,"6,629,367","260,418","26,028,741",149188520,"184,669,606",43.0,"5,481",66,20.0,"206,290",17.0,196398467,"707,576","313,957","3,052,967",,0
PARANOIA,PARANOIA,HEARTSTEEL,10/23/2023,QZH6S1900806,"3,601",22.6,77600263,13012.0,"1,664,856",,50406342,"923,571","11,600","11,407,462",80073768,"76,473,184",0.0,80,,0.0,,0.0,196297,107,,"74,897",,0
Story of My Life,Story of My Life,One Direction,10/28/2013,GBHMU1300210,"3,607",22.6,1275036167,143693.0,"85,520,811",79.0,264658339,"3,696,633","330,028","105,141,667",862277477,"62,831",101.0,"86,998",111,44.0,"322,268",24.0,303993932,"275,062",,"9,015,652",,0
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,"3,606",22.6,128264127,34856.0,"14,539,064",57.0,57252735,"907,529","4,321","1,049,186",20590526,"97,206,641",21.0,"184,255",100,17.0,"35,774",23.0,7419824,"2,929",,"1,471,206",,0
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,USWB12400281,"3,599",22.6,37634335,4046.0,"11,535,906",21.0,12646991,"155,250",,,0,"649,110,857",7.0,"3,216",43,3.0,"11,371",25.0,23487655,"1,844","265,114","108,677",,0
run for the hills,THINK LATER,Tate McRae,12/8/2023,USRC12302981,"3,604",22.6,120880428,10296.0,"16,902,097",,11115978,"143,233",,,0,"1,813,086,064",25.0,"6,894",307,29.0,"297,952",18.0,13430776,"1,931",,"147,452",,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,USWB12301125,"3,617",22.6,152454686,34461.0,"5,057,389",65.0,0,,,,0,,4.0,161,,2.0,190,0.0,473548,562,"5,229,423","159,945",,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22.6,10848948,1036.0,"186,826",45.0,681881643,"3,559,389",471,"58,718",1327611,,0.0,,,0.0,,0.0,0,,,"42,722",,0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22.6,971172980,146441.0,"57,655,350",70.0,996052113,"5,781,852","158,366","21,655,145",171491357,"559,214,970",119.0,"112,158",106,86.0,"1,476,213",31.0,1022198659,"550,385","139,191","6,473,758",,0
Sofia,Sofia,Alvaro Soler,4/15/2016,DEUM71601055,"3,612",22.6,353525330,59509.0,"9,323,605",65.0,1004545222,"7,106,869","379,396","17,082,677",151019644,"191,192,432",21.0,"43,791",4,16.0,"74,676",14.0,945763,"10,078",,"6,134,790",,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,USUG12310037,"3,605",22.6,26036782,13038.0,"16,595,457",,4008686,"45,996",,,0,,5.0,810,36,12.0,"520,010",8.0,0,,"1,921,607","417,318",,0
